alpha-memory242,beta-memory240,beta-memory238,alpha-memory233,beta-memory231,alpha-memory229,filter-memory226,alpha-memory223,exists-start-node221,alpha-memory219,beta-memory217,alpha-memory215,beta-memory213,alpha-memory211,alpha-memory207,beta-memory205,alpha-memory203,beta-memory201,alpha-memory199,beta-memory197,alpha-memory195,beta-memory191,alpha-memory189,beta-memory187,beta-memory185,alpha-memory183,beta-memory181,alpha-memory179,beta-memory177,alpha-memory175,beta-memory171,beta-memory169,beta-memory167,beta-memory165,alpha-memory163,alpha-memory158,beta-memory156,beta-memory154,alpha-memory149,beta-memory147,filter-memory144,alpha-memory141,exists-start-node139,alpha-memory137,beta-memory135,alpha-memory133,beta-memory131,alpha-memory129,alpha-memory124,beta-memory122,beta-memory120,alpha-memory115,beta-memory113,filter-memory110,alpha-memory107,exists-start-node105,alpha-memory103,beta-memory101,alpha-memory99,beta-memory97,alpha-memory95,beta-memory93,alpha-memory90,beta-memory88,alpha-memory86,beta-memory84,alpha-memory82,beta-memory80,alpha-memory78,beta-memory74,beta-memory72,beta-memory70,alpha-memory68,beta-memory66,beta-memory64,alpha-memory62,beta-memory60,alpha-memory58,beta-memory54,alpha-memory52,beta-memory50,alpha-memory48,beta-memory46,alpha-memory44,beta-memory42,alpha-memory40,beta-memory38,alpha-memory36,beta-memory34,alpha-memory32,alpha-memory27,exists-start-node25,alpha-memory22,beta-memory20,beta-memory18,alpha-memory16,alpha-memory11,alpha-memory9,beta-memory7,alpha-memory4,beta-memory1,alpha-memory158,beta-memory156,beta-memory154,alpha-memory149,beta-memory147,filter-memory144,alpha-memory141,exists-start-node139,alpha-memory137,beta-memory135,alpha-memory133,beta-memory131,alpha-memory129,alpha-memory124,beta-memory122,beta-memory120,alpha-memory115,beta-memory113,filter-memory110,alpha-memory107,exists-start-node105,alpha-memory103,beta-memory101,alpha-memory99,beta-memory97,alpha-memory95,beta-memory93,alpha-memory90,beta-memory88,alpha-memory86,beta-memory84,alpha-memory82,beta-memory80,alpha-memory78,beta-memory74,beta-memory72,beta-memory70,alpha-memory68,beta-memory66,beta-memory64,alpha-memory62,beta-memory60,alpha-memory58,beta-memory54,alpha-memory52,beta-memory50,alpha-memory48,beta-memory46,alpha-memory44,beta-memory42,alpha-memory40,beta-memory38,alpha-memory36,beta-memory34,alpha-memory32,alpha-memory27,exists-start-node25,alpha-memory22,beta-memory20,beta-memory18,alpha-memory16,alpha-memory11,alpha-memory9,beta-memory7,alpha-memory4,beta-memory1,alpha-memory27,exists-start-node25,alpha-memory22,beta-memory20,beta-memory18,alpha-memory16,alpha-memory11,alpha-memory9,beta-memory7,alpha-memory4,beta-memory1,alpha-index 243,beta-index 243,alpha-index 239,beta-index 239,alpha-index 234,beta-index 234,alpha-index 224,beta-index 224,alpha-index 220,beta-index 220,alpha-index 208,beta-index 208,alpha-index 204,beta-index 204,alpha-index 200,beta-index 200,alpha-index 190,beta-index 190,alpha-index 186,beta-index 186,alpha-index 184,beta-index 184,alpha-index 180,beta-index 180,alpha-index 176,beta-index 176,alpha-index 170,beta-index 170,alpha-index 168,beta-index 168,alpha-index 166,beta-index 166,alpha-index 164,beta-index 164,alpha-index 159,beta-index 159,alpha-index 155,beta-index 155,alpha-index 150,beta-index 150,alpha-index 142,beta-index 142,alpha-index 138,beta-index 138,alpha-index 125,beta-index 125,alpha-index 121,beta-index 121,alpha-index 116,beta-index 116,alpha-index 108,beta-index 108,alpha-index 104,beta-index 104,alpha-index 91,beta-index 91,alpha-index 87,beta-index 87,alpha-index 83,beta-index 83,alpha-index 73,beta-index 73,alpha-index 71,beta-index 71,alpha-index 69,beta-index 69,alpha-index 65,beta-index 65,alpha-index 63,beta-index 63,alpha-index 53,beta-index 53,alpha-index 49,beta-index 49,alpha-index 45,beta-index 45,alpha-index 41,beta-index 41,alpha-index 37,beta-index 37,alpha-index 159,beta-index 159,alpha-index 155,beta-index 155,alpha-index 150,beta-index 150,alpha-index 142,beta-index 142,alpha-index 138,beta-index 138,alpha-index 125,beta-index 125,alpha-index 121,beta-index 121,alpha-index 116,beta-index 116,alpha-index 108,beta-index 108,alpha-index 104,beta-index 104,alpha-index 91,beta-index 91,alpha-index 87,beta-index 87,alpha-index 83,beta-index 83,alpha-index 73,beta-index 73,alpha-index 71,beta-index 71,alpha-index 69,beta-index 69,alpha-index 65,beta-index 65,alpha-index 63,beta-index 63,alpha-index 53,beta-index 53,alpha-index 49,beta-index 49,alpha-index 45,beta-index 45,alpha-index 41,beta-index 41,alpha-index 37,beta-index 37
1,8,8,1,8,8,730,1,730,8,8,8,1,1,0,0,0,8,8,8,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,200,200,160,200,18900,160,18900,200,200,200,1,1,160,240,240,160,240,22696,160,22696,240,240,240,1,1,1,200,0,200,240,240,240,240,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,8,8,8,1,8,1,165,8,8,0,0,0,8,8,8,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,200,200,200,160,200,160,16500,200,200,160,240,240,240,160,240,160,16540,240,240,200,0,200,240,240,240,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4,1,4,4,769,1,769,4,4,4,1,1,0,0,0,4,4,4,4,0,100,0,0,0,0,0,0,0,1,1,1,1,1,160,168,168,160,168,20820,160,20820,168,168,168,1,1,160,268,268,160,268,24676,160,24676,268,268,268,1,1,1,168,0,168,268,268,268,268,100,1,1,1,1,1,1,1,1,0,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,4,4,4,1,4,1,181,4,4,0,0,0,4,4,4,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,160,168,168,168,160,168,160,18100,168,168,160,268,268,268,160,268,160,18200,268,268,168,0,168,268,268,268,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,21,1,21,21,786,1,786,21,21,21,1,1,0,0,0,21,21,21,21,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,304,304,160,304,22520,160,22520,304,304,304,1,1,160,364,364,160,364,26336,160,26336,364,364,364,1,1,1,304,0,304,364,364,364,364,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,21,21,21,1,21,1,198,21,21,0,0,0,21,21,21,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,304,304,304,160,304,160,19800,304,304,160,364,364,364,160,364,160,19860,364,364,304,0,304,364,364,364,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,18,1,18,18,826,1,826,18,18,18,1,1,0,0,0,18,18,18,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,280,280,160,280,24540,160,24540,280,280,280,1,1,160,280,280,160,280,28296,160,28296,280,280,280,1,1,1,280,0,280,280,280,280,280,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,18,18,18,1,18,1,215,18,18,0,0,0,18,18,18,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,280,280,280,160,280,160,21500,280,280,160,280,280,280,160,280,160,21500,280,280,280,0,280,280,280,280,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,14,1,14,14,865,1,865,14,14,14,1,1,0,0,0,14,14,14,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,248,248,160,248,26460,160,26460,248,248,248,1,1,160,308,308,160,308,30276,160,30276,308,308,308,1,1,1,248,0,248,308,308,308,308,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,14,14,14,1,14,1,231,14,14,0,0,0,14,14,14,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,248,248,248,160,248,160,23100,248,248,160,308,308,308,160,308,160,23160,308,308,248,0,248,308,308,308,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,11,1,11,11,905,1,905,11,11,11,1,1,0,0,0,11,11,11,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,224,224,160,224,28480,160,28480,224,224,224,1,1,160,224,224,160,224,32236,160,32236,224,224,224,1,1,1,224,0,224,224,224,224,224,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,11,11,11,1,11,1,248,11,11,0,0,0,11,11,11,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,224,224,224,160,224,160,24800,224,224,160,224,224,224,160,224,160,24800,224,224,224,0,224,224,224,224,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,7,1,7,7,944,1,944,7,7,7,1,1,0,0,0,7,7,7,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,192,192,160,192,30400,160,30400,192,192,192,1,1,160,252,252,160,252,34216,160,34216,252,252,252,1,1,1,192,0,192,252,252,252,252,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,7,7,7,1,7,1,264,7,7,0,0,0,7,7,7,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,192,192,192,160,192,160,26400,192,192,160,252,252,252,160,252,160,26460,252,252,192,0,192,252,252,252,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4,1,4,4,984,1,984,4,4,4,1,1,0,0,0,4,4,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,168,168,160,168,32420,160,32420,168,168,168,1,1,160,168,168,160,168,36176,160,36176,168,168,168,1,1,1,168,0,168,168,168,168,168,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,4,4,4,1,4,1,281,4,4,0,0,0,4,4,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,168,168,168,160,168,160,28100,168,168,160,168,168,168,160,168,160,28100,168,168,168,0,168,168,168,168,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,20,1,20,20,1000,1,1000,20,20,20,1,1,0,0,0,20,20,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,296,296,160,296,34020,160,34020,296,296,296,1,1,160,376,376,160,376,37856,160,37856,376,376,376,1,1,1,296,0,296,376,376,376,376,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,20,20,20,1,20,1,297,20,20,0,0,0,20,20,20,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,296,296,296,160,296,160,29700,296,296,160,376,376,376,160,376,160,29780,376,376,296,0,296,376,376,376,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,17,1,17,17,1040,1,1040,17,17,17,1,1,0,0,0,17,17,17,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,272,272,160,272,36040,160,36040,272,272,272,1,1,160,292,292,160,292,39816,160,39816,292,292,292,1,1,1,272,0,272,292,292,292,292,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,17,17,17,1,17,1,314,17,17,0,0,0,17,17,17,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,272,272,272,160,272,160,31400,272,272,160,292,292,292,160,292,160,31420,292,292,272,0,272,292,292,292,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,13,1,13,13,1079,1,1079,13,13,13,1,1,0,0,0,13,13,13,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,240,240,160,240,37960,160,37960,240,240,240,1,1,160,320,320,160,320,41796,160,41796,320,320,320,1,1,1,240,0,240,320,320,320,320,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,13,13,13,1,13,1,330,13,13,0,0,0,13,13,13,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,240,240,240,160,240,160,33000,240,240,160,320,320,320,160,320,160,33080,320,320,240,0,240,320,320,320,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,10,1,10,10,1119,1,1119,10,10,10,1,1,0,0,0,10,10,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,216,216,160,216,39980,160,39980,216,216,216,1,1,160,236,236,160,236,43756,160,43756,236,236,236,1,1,1,216,0,216,236,236,236,236,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,10,10,10,1,10,1,347,10,10,0,0,0,10,10,10,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,216,216,216,160,216,160,34700,216,216,160,236,236,236,160,236,160,34720,236,236,216,0,216,236,236,236,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6,1,6,6,1158,1,1158,6,6,6,1,1,0,0,0,6,6,6,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,184,184,160,184,41900,160,41900,184,184,184,1,1,160,264,264,160,264,45736,160,45736,264,264,264,1,1,1,184,0,184,264,264,264,264,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,6,6,6,1,6,1,363,6,6,0,0,0,6,6,6,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,184,184,184,160,184,160,36300,184,184,160,264,264,264,160,264,160,36380,264,264,184,0,184,264,264,264,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,1,3,3,1198,1,1198,3,3,3,1,1,0,0,0,3,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,160,160,160,160,43920,160,43920,160,160,160,1,1,160,180,180,160,180,47696,160,47696,180,180,180,1,1,1,160,0,160,180,180,180,180,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3,3,3,1,3,1,380,3,3,0,0,0,3,3,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,160,160,160,160,160,160,38000,160,160,160,180,180,180,160,180,160,38020,180,180,160,0,160,180,180,180,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,19,1,19,19,1214,1,1214,19,19,19,1,1,0,0,0,19,19,19,19,0,100,0,0,0,0,0,0,0,1,1,1,1,1,160,288,288,160,288,45520,160,45520,288,288,288,1,1,160,388,388,160,388,49376,160,49376,388,388,388,1,1,1,288,0,288,388,388,388,388,100,1,1,1,1,1,1,1,1,0,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,19,19,19,1,19,1,396,19,19,0,0,0,19,19,19,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,160,288,288,288,160,288,160,39600,288,288,160,388,388,388,160,388,160,39700,388,388,288,0,288,388,388,388,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,16,1,16,16,1254,1,1254,16,16,16,1,1,0,0,0,16,16,16,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,264,264,160,264,47540,160,47540,264,264,264,1,1,160,304,304,160,304,51336,160,51336,304,304,304,1,1,1,264,0,264,304,304,304,304,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,16,16,16,1,16,1,413,16,16,0,0,0,16,16,16,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,264,264,264,160,264,160,41300,264,264,160,304,304,304,160,304,160,41340,304,304,264,0,264,304,304,304,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,12,1,12,12,1293,1,1293,12,12,12,1,1,0,0,0,12,12,12,12,0,100,0,0,0,0,0,0,0,1,1,1,1,1,160,232,232,160,232,49460,160,49460,232,232,232,1,1,160,332,332,160,332,53316,160,53316,332,332,332,1,1,1,232,0,232,332,332,332,332,100,1,1,1,1,1,1,1,1,0,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,12,12,12,1,12,1,429,12,12,0,0,0,12,12,12,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,160,232,232,232,160,232,160,42900,232,232,160,332,332,332,160,332,160,43000,332,332,232,0,232,332,332,332,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,9,1,9,9,1333,1,1333,9,9,9,1,1,0,0,0,9,9,9,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,160,208,208,160,208,51480,160,51480,208,208,208,1,1,160,248,248,160,248,55276,160,55276,248,248,248,1,1,1,208,0,208,248,248,248,248,0,0,0,0,0,0,0,0,0,20,20,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,9,9,9,1,9,1,446,9,9,0,0,0,9,9,9,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,160,208,208,208,160,208,160,44600,208,208,160,248,248,248,160,248,160,44640,248,248,208,0,208,248,248,248,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5,1,5,5,1372,1,1372,5,5,5,1,1,0,0,0,5,5,5,5,0,100,0,0,0,0,0,0,0,1,1,1,1,1,160,176,176,160,176,53400,160,53400,176,176,176,1,1,160,276,276,160,276,57256,160,57256,276,276,276,1,1,1,176,0,176,276,276,276,276,100,1,1,1,1,1,1,1,1,0,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,5,5,5,1,5,1,462,5,5,0,0,0,5,5,5,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,160,176,176,176,160,176,160,46200,176,176,160,276,276,276,160,276,160,46300,276,276,176,0,176,276,276,276,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
